bibnumber,name,gender,age,genderdiv,division,overallplace,pace,split5k,split10k,split20k,split25k,split30k,split35k,split40k,splithalf,officialtime,city,state,country,ctz
29707,"Bradbury, Simon A.",M,31,14655,4966,25814,10.98,27.52,53.7,113.02,148.7,191.8,231.95,272.08,120.33,287.7,Charlestown,MA,USA,
27807,"Maloney, Lucy J.",F,18,11160,5397,25815,10.98,30.08,59.57,123,156.2,193.03,234.8,271.87,129.8,287.7,Brookline,MA,USA,
23962,"Collier, Larry L",M,65,14656,353,25816,10.98,28.47,57.9,119.3,150.92,185.2,224.53,266.7,126.12,287.7,New Bern,NC,USA,
30802,"Kiely-Sullivan, Jennifer",F,40,11161,1879,25817,10.98,30.7,60.9,124.13,157.13,193.88,233.42,272.02,130.87,287.72,Needham,MA,USA,
33477,"Hsieh, Tammy",F,23,11162,5398,25818,10.98,31.33,62,125.33,158.87,194.83,234.62,271.28,132.25,287.72,Lexington,MA,USA,
29757,"Kessler, Matthew J.",M,55,14657,1470,25819,10.98,31.53,62.55,125.8,159.62,196.27,234.37,269.47,133.2,287.72,Los Angeles,CA,USA,
14189,"Kaltenbach, Tyler A",F,34,11163,5399,25820,10.98,23.52,46.7,96.3,123.48,151.7,184.08,275.58,101.7,287.73,Portland,OR,USA,
26400,"Sodergren, Paul M.",M,31,14658,4967,25821,10.98,31.17,62.53,127.62,163.48,198.13,234.2,271.88,134.77,287.73,South Boston,MA,USA,
27611,"Bruschi, Tedy L.",M,40,14659,2262,25822,10.98,27.95,56.67,117.23,150.38,187.95,228.28,269.47,124.05,287.73,North Attleboro,MA,USA,
21061,"Challis, Jennifer H",F,41,11164,1880,25823,10.98,26.6,53.4,125.05,168.1,203.07,238.3,272.93,132.95,287.75,Fort Mill,SC,USA,
21073,"Doyle, Jill D",F,41,11165,1881,25824,10.98,27.27,54.15,112.05,148.35,189.43,229.55,272.5,119.28,287.77,Keller,TX,USA,
26844,"Sousa, Gary",M,44,14660,2263,25825,10.98,27.68,55.95,115.82,150.45,190.13,230.13,272.42,122.72,287.77,Marion,MA,USA,
29124,"Harkins, Miles D.",M,50,14661,2117,25826,10.98,24.88,49.13,100.65,130.2,167.48,214.83,267.5,106.63,287.77,Peabody,MA,USA,
28123,"Bradley, Sean",M,54,14662,2118,25827,10.98,30.72,61.82,123.57,155.58,190.52,230.58,271.52,130.32,287.77,Newburyport,MA,USA,
23337,"Masad, Paula M.",F,52,11166,1172,25828,10.98,28.03,56,112.07,142.92,181.78,222.13,268.73,118.35,287.8,Dubai,,UAE,USA
35006,"Rizzo, Salvador",M,52,14663,2119,25829,10.98,28.57,57.75,116.23,148.1,185.4,229.65,270.9,122.98,287.8,"San Pedro Garza Garcia, N.l.",,MEX,
35735,"Morissette, Rhonda L.",F,31,11167,5400,25830,10.98,29.2,59.08,121.92,162.82,197.77,233.42,272.55,128.77,287.82,North Attleboro,MA,USA,
28003,"Faux, Gregory E.",M,44,14664,2264,25831,10.98,28.25,57.48,117.85,153.57,193.13,235.33,273,124.5,287.82,Boston,MA,USA,
28932,"DeSalvo, Demi",F,20,11168,5401,25832,10.98,31.43,63.63,128.43,162.48,198.63,238.9,273.92,135.4,287.82,Boston,MA,USA,
24098,"Morono, Susan M",F,55,11169,556,25833,10.98,29.47,59.73,123,156.47,192.98,232.2,271.5,129.95,287.82,Pittsford,NY,USA,
24344,"Awrey, Lisa A",F,52,11170,1173,25834,10.98,31.95,62.43,125.58,159.35,194.62,232.7,270.37,132.48,287.83,Crystal Lake,IL,USA,
34251,"Ipson, Alex",M,26,14665,4968,25835,10.98,30.25,60.3,122.25,154.63,191.65,230.33,271.22,129.02,287.87,Nibley,UT,USA,
27783,"English, John E.",M,29,14666,4969,25836,10.98,29.37,59.4,120.9,151.97,187.4,229.25,269.67,127.03,287.87,Santa Monica,CA,USA,
27423,"Leary, Kathleen",F,55,11171,557,25837,10.98,30.08,60.98,123.6,156.4,192.4,229.8,269.3,130.45,287.88,Whitman,MA,USA,
21249,"Hart, Bill",M,65,14667,354,25838,10.98,27.37,54.98,110.9,139.87,170.08,216.45,267.25,116.97,287.92,Virginia Beach,VA,USA,
27093,"Adams, Hanna S.",F,38,11172,5402,25839,10.98,30.83,61.65,125.78,158.92,196.55,231.8,272.68,132.52,287.93,Cambridge,MA,USA,
31612,"Maffei, Lisa",F,38,11173,5403,25840,10.98,30.83,61.65,125.78,158.92,196.55,231.8,272.68,132.52,287.93,Charlestown,MA,USA,
26689,"Valgardson, Leyah",F,34,11174,5404,25841,10.98,29.58,60.7,126.5,159.45,195.27,234.67,271.78,133.72,287.95,Sammamish,WA,USA,
34472,"Bellanger, Suzanne F",F,42,11175,1882,25842,10.98,29.58,59.63,121.47,156.12,192.6,231.17,271.55,128.2,287.95,Westwood,MA,USA,
31972,"Jennings, John T. III",M,59,14668,1471,25843,10.98,30.28,60.75,125.8,159.4,196.52,235.25,271.18,132.75,287.95,Chester,MD,USA,
10173,"Koland, Jessica G.",F,36,11176,5405,25844,10.98,23.15,45.95,92.18,116.2,142.28,192.22,260.3,97.23,287.95,Hibbing,MN,USA,
25246,"Burgess Pevec, Jennifer",F,45,11177,1882,25845,11,32.13,65.18,132.65,166.6,201.05,236.42,271.88,139.87,287.97,Pointe-Claire,QC,CAN,
26434,"Renehan, John P.",M,35,14669,4970,25846,11,29.45,57.75,113.98,146.38,186.45,231.22,271.07,120.45,287.98,Saratoga,NY,USA,
29736,"Lufkin, Paul A.",M,36,14670,4971,25847,11,31.98,63.55,126.9,159.97,195.13,234.12,272.15,134.53,288,Rogers,AR,USA,
24770,"Arbasak, Christine A.",F,55,11178,558,25848,11,28,55.98,118.5,153.68,191.57,231.98,270.75,125.07,288,St. Petersburg,FL,USA,
29127,"Cox, Anya Lee",F,33,11179,5406,25849,11,31.07,61.47,126.12,157.55,198.97,235.72,271.73,132.47,288,Brewster,MA,USA,
28236,"Fox, Wendy A.",F,45,11180,1883,25850,11,32.32,65.23,130.57,163.42,199.72,237.07,273.37,137.67,288,Sudbury,MA,USA,
29627,"Phillips, Janice M.",F,37,11181,5407,25851,11,33.05,66.08,131.65,164.5,199.08,234.75,271.63,138.87,288.02,North Andover,MA,USA,
27835,"McDonald, Melissa A.",F,49,11182,1884,25852,11,29.48,59.1,121.07,152.95,189.02,230.27,270.6,127.73,288.03,Rutland,MA,USA,
35272,"Iglesias Sancho, Jose Vicente",M,42,14671,2265,25853,11,29.3,59.28,119.43,152.05,190.95,231.32,271.23,126.25,288.03,Barcelona,,ESP,
27278,"Travers, Robin L.",F,49,11183,1885,25854,11,25.93,53.22,111.65,142.3,199.58,236.87,271.52,117.53,288.05,Arlington,MA,USA,
24712,"Hedel, Ellie I",F,61,11184,218,25855,11,27.07,55.93,117.83,152.18,190.62,230.83,270.27,124.85,288.05,Richland,WA,USA,
21856,"Leal, Victor",M,63,14672,834,25856,11,29.45,60.73,123.52,157.4,194.62,233.97,272.05,130.45,288.05,Leioa,,ESP,
31666,"Garcia, Kimberley C.",F,28,11185,5408,25857,11,34.5,68,133.65,166.2,200.98,236.38,272.83,141.03,288.05,Boston,MA,USA,
31674,"Wilkinson, Rebecca",F,27,11186,5409,25858,11,34.5,68,133.65,166.2,200.98,236.38,272.83,141.03,288.07,Boston,MA,USA,
35518,"Flez, Jean Francois",M,50,14673,2120,25859,11,29.85,59.9,119.58,151.03,187.42,228.85,270.87,126.15,288.07,Bellefontaine - Martinique,,FRA,
35704,"Dearnley, Thomas",M,34,14674,4972,25860,11,30.52,60.18,117.72,147.92,182.37,221.83,270.03,123.87,288.08,South Boston,MA,USA,
32950,"Jarman, Bryan S",M,51,14675,2121,25861,11,30.53,61.03,124.08,156.85,192.9,230.23,270.15,131.15,288.08,Greenwood Village,CO,USA,
21801,"Law, Kim",F,56,11187,559,25862,11,26.92,54.63,112.53,142.65,176.7,219.98,268.48,118.95,288.08,East Greenbush,NY,USA,
34887,"Shipley, Kelly",F,36,11188,5410,25863,11,28,56.92,121.28,159.6,197.95,236.23,272.98,128,288.08,Wellsville,UT,USA,
29420,"McGauley, Gregory M.",M,43,14676,2266,25864,11,30.37,60.68,121.42,152.17,185.77,231.48,271.17,127.9,288.08,Newton,MA,USA,
28111,"Kaplan, Michael L.",M,45,14677,2565,25865,11,30.95,61.3,123.3,155.03,189.6,226.13,271.6,130.13,288.1,Somerville,MA,USA,
27996,"Vanzandt, Lynn",M,55,14678,1472,25866,11,27.47,56.5,121.82,154.65,192.27,234.5,273.17,128.55,288.12,Arab,AL,USA,
25974,"Thibault, Raymond J.",M,38,14679,4973,25867,11,28.1,57.2,118.47,153.52,191.65,233.32,271.32,125.37,288.12,Boston,MA,USA,
27516,"Sundet, Mike P.",M,44,14680,2267,25868,11,30.72,61.22,121.92,153.22,188.42,227.05,269.6,128.57,288.12,Wildwood,MO,USA,
30884,"Otting, Francis A.",F,33,11189,5411,25869,11,31.2,61.83,126.63,160.18,197.03,235.55,271.98,133.57,288.13,Somerville,MA,USA,
32615,"Eulich, Whitney A.",F,31,11190,5412,25870,11,29.37,59.28,123,154.8,190.55,230.22,273.07,129.68,288.15,Cambridge,MA,USA,
29805,"Holt, Marie C.",F,53,11191,1174,25871,11,32.68,65.45,131.28,164.83,200.65,237.37,272.6,138.5,288.15,Fishers,IN,USA,
29806,"Holt, Worthe S. Jr.",M,57,14681,1473,25872,11,32.67,65.45,131.27,164.83,200.65,237.37,272.58,138.5,288.15,Fishers,IN,USA,
22690,"Sturges, Kristin D",F,47,11192,1886,25873,11,29.1,61.72,128.67,164.42,199.92,236.08,273.25,135.65,288.15,Peyton,CO,USA,
33473,"Gavin-Kirk, Megan",F,31,11193,5413,25874,11,31.62,63.87,130.52,166.98,201.78,238.9,273.17,137.7,288.15,Exeter,NH,USA,
35842,"Carroll, Luke",M,35,14682,4974,25875,11,28.13,57.83,116,156.33,190.23,230.53,270.4,122.97,288.15,West Wareham,MA,USA,
29834,"Peter, Joan M.",F,49,11194,1887,25876,11,30.8,61.87,125.63,159.97,198.85,237.4,272.92,132.52,288.17,Charlotte,NC,USA,
31177,"Tobias, Robert S.",M,44,14683,2268,25877,11,33.73,67,134.45,168.32,203.35,239.13,273.28,141.75,288.18,New Albany,OH,USA,
34285,"Young, Steve",M,37,14684,4975,25878,11,27.05,54.35,110.23,139.92,181.23,236.6,272.52,116.18,288.18,Framingham,MA,USA,
35403,"Chong, Hiu Yeung",M,34,14685,4976,25879,11,30.75,61.23,129.95,162.15,198.7,235.47,272.3,138.7,288.18,New Jersey,NJ,USA,HKG
23619,"Gesund, Wendy B",F,50,11195,1175,25880,11,26.67,54.07,118.05,160.68,203.17,238.58,274.08,125.68,288.18,Phoenix,AZ,USA,
25047,"Wallen, Richard L",M,74,14686,77,25881,11,29.23,61.27,126.85,159.35,196.88,234.35,271.92,133.75,288.18,Flushing,MI,USA,
27457,"Mastrangelo, Heather L.",F,35,11196,5414,25882,11,30.2,59.72,121.13,153.88,190.1,237.75,273.35,127.77,288.2,Bradford,MA,USA,
29221,"Varadarajan, Vivek",M,30,14687,4977,25883,11,26.02,53.48,111.9,147.22,184.93,227.85,272.77,118.63,288.2,Waltham,MA,USA,IND
30030,"Lucas, David C.",M,27,14688,4978,25884,11,28.35,56.18,114.92,148.62,187.12,231.17,271.98,121.22,288.2,Marshfield,MA,USA,
20492,"Dumbacher, Kelli",F,48,11197,1888,25885,11,27.08,54.17,114.42,148.4,187.23,231.58,271.43,121.17,288.25,Atlanta,GA,USA,
24371,"Bedo, Miroslava",F,62,11198,219,25886,11,30.45,62.73,128.2,162.23,199.18,237.18,273.07,135.43,288.25,Tavernier,FL,USA,
34414,"Morrison, Aaron",M,40,14689,2269,25887,11,30.52,61.58,125.08,157.13,192.47,231.85,272.6,131.52,288.27,Natick,MA,USA,
30075,"Curran, Andrew M.",M,30,14690,4979,25888,11,27.8,55.15,111.65,143.85,184.07,227.3,270.4,118.03,288.27,East Bridgewater,MA,USA,
34852,"Ahern, Daniel P.",M,21,14691,4980,25889,11,28.82,57.42,121.07,155.7,191.52,229.08,271.55,127.72,288.27,Brighton,MA,USA,
28936,"Gearin, Mark D.",M,43,14692,2270,25890,11,32.12,63.75,126.03,159.07,193.68,230.97,271.05,132.82,288.27,Billerica,MA,USA,
33663,"Lindwall, Tommy J",M,32,14693,4981,25891,11,29.37,57.93,115.52,145.6,188.67,233.03,274.33,121.85,288.27,Madison,WI,USA,
31570,"Chaffee, Ryan R.",M,32,14694,4982,25892,11,28.15,55.82,116.48,149.77,189.98,232.07,270.97,123.37,288.28,Londonderry,NH,USA,
32307,"Bolinger, Timothy R",M,45,14695,2566,25893,11,31.53,62.7,125.78,157.25,191.25,228.2,270.47,132.52,288.28,Greensboro,NC,USA,
23209,"Mackintosh, Mary",F,57,11199,560,25894,11,30.03,61.68,127.65,162.42,197.5,234.52,272.05,135.12,288.28,Bronxville,NY,USA,
33657,"Tupper, Deborah M.",F,49,11200,1889,25895,11,30.83,59.6,122.48,155.95,196.15,237.23,274.72,129.42,288.3,Rockport,MA,USA,
30035,"McCarron, Richard J.",M,46,14696,2567,25896,11,31.07,62.83,126.9,160.38,196.55,233.95,272.42,133.78,288.3,Wellesley,MA,USA,
4332,"Unno, Ricky",M,46,14697,2568,25897,11,21.47,43.68,91.07,133.4,186,241.65,276.65,96.53,288.3,San Gabriel,CA,USA,
30262,"Gould, Brenna M.",F,23,11201,5415,25898,11,32.03,64.1,129.1,163.17,198.88,235.87,272.42,136.08,288.32,Quincy,MA,USA,
34303,"Courchesne, Lindsey M",F,29,11202,5416,25899,11,29.67,59.42,124.2,159.02,197.1,237.25,272.67,131.1,288.33,North Attleboro,MA,USA,
32445,"Simpson, Brandon C",M,32,14698,4983,25900,11,30,60.48,124.52,157.75,195.65,237.38,272.87,131.72,288.35,Walpole,MA,USA,
22979,"Mickee, Dawn M",F,53,11203,1176,25901,11,30.53,61.83,125.98,162.3,200.2,235.22,272.73,133.82,288.35,Methuen,MA,USA,
35814,"Sambataro, Enza V.",F,36,11204,5417,25902,11,32.27,64.57,133.95,168.13,202.62,236.93,272,141.88,288.37,Wayland,MA,USA,
35106,"Alvarez Granda, Isaac Sr.",M,54,14699,2122,25903,11,29.87,59.65,121.43,154.58,192.65,232.65,274.03,128.05,288.37,Quito,,ECU,
27945,"Centra, Jennifer A.",F,32,11205,5418,25904,11,27.85,56.57,119.75,153.63,191.87,229.57,272.43,126.57,288.37,Wellesley,MA,USA,
33077,"Stockhausen, James",M,57,14700,1474,25905,11,28.47,57.8,128.13,161.07,200.07,236.75,273.2,134.77,288.38,Ballwin,MO,USA,
5698,"Gonzalez, Juan C. Sr.",M,38,14701,4984,25906,11,27.25,54.95,110.75,141.67,175.68,214.18,268.1,116.83,288.38,Miami,FL,USA,
32592,"Chretien, Marie",F,27,11206,5419,25907,11,31.55,63.7,129.65,163.32,198.02,234.97,272.13,136.83,288.38,Boston,MA,USA,
23846,"Hodgkiss, Melvin",M,67,14702,355,25908,11,27.63,55.28,111.98,141.73,178.02,220.62,268.25,118.15,288.38,Austin,TX,USA,
27129,"Sturtevant, Kevin H.",M,31,14703,4985,25909,11,26.03,52.6,116.22,149.58,187.45,227.15,271.23,122.65,288.38,Portland,ME,USA,
24396,"Blanchard, Carol A.",F,58,11207,561,25910,11,30.52,61.82,125.97,162.45,200.18,235.23,272.8,133.83,288.38,Lawrence,MA,USA,
25955,"Cartin, Greg E.",M,40,14704,2271,25911,11,28.07,55.87,118,159.35,199.35,237.85,273.92,128.1,288.38,Boston,MA,USA,
24402,"Campbell, Joyce",F,56,11208,562,25912,11,30.52,61.83,126,162.45,200.2,235.25,272.82,133.83,288.4,Overland Park,KS,USA,
27644,"Campbell, Timothy F.",M,67,14705,356,25913,11,30.35,61.02,123.13,156.68,193.87,231.73,271.08,130.22,288.4,Godfrey,IL,USA,
30794,"McCormick, Becky",F,28,11209,5420,25914,11,29.87,59.6,125.98,159.92,196.18,234.92,272.52,133.12,288.4,Somerville,MA,USA,
29120,"Fitterer, Mary T.",F,34,11210,5421,25915,11,31.65,62.2,128.57,162.4,198.88,236.07,273.45,135.6,288.4,Quincy,MA,USA,
31503,"Hindman, Michelle E.",F,31,11211,5422,25916,11.02,30.3,61.2,122.77,156.98,191.95,232.58,272.55,129.27,288.42,Phoenix,AZ,USA,
34778,"Park, Hyeong Geun",M,46,14706,2569,25917,11.02,24.07,49.57,107.65,148.2,189.73,236.1,272.68,115.15,288.42,Seoul,,KOR,
25186,"Sinema, Kyrsten",F,37,11212,5423,25918,11.02,30.3,61.2,123.8,157.03,194.2,232.75,272.53,130.87,288.42,Phoenix,AZ,USA,
31765,"Levinus, Courtney A.",F,43,11213,1883,25919,11.02,30.32,61.23,124.25,157.42,194.13,232.75,272.53,131.33,288.42,Phoenix,AZ,USA,
34813,"Schleser, Jost",M,51,14707,2123,25920,11.02,29.25,59.8,122.85,156.23,193.22,229.23,270.07,129.72,288.42,Potsdam,,GER,
24949,"Berson, Kathi",F,63,11214,220,25921,11.02,29.87,60.9,123.7,155.85,190.38,226.32,267.48,130.58,288.42,Northport,NY,USA,
23655,"Wagner, Tiffani",F,47,11215,1890,25922,11.02,29.42,61.65,129.13,162.77,199.23,237.98,272.45,137,288.43,Charlotte,NC,USA,
19908,"Schlereth, Joe",M,64,14708,835,25923,11.02,29.43,61.67,129.15,162.78,199.25,238,272.45,137.02,288.43,Pineville,NC,USA,
28185,"Whitney, Blair E.",F,30,11216,5424,25924,11.02,32.18,64.23,129.27,163.23,199.43,236.68,272.97,136.38,288.45,Natick,MA,USA,
35519,"Riley, Jaclyn P.",F,25,11217,5425,25925,11.02,30.48,60.33,123.83,158.63,196.62,237.72,275.22,130.65,288.45,Miami,FL,USA,
32096,"Gorske, Jim",M,53,14709,2124,25926,11.02,30.2,62.42,127.35,160.98,197.38,234.53,273.33,134.48,288.47,Holden,MA,USA,
31456,"Dobinski, Rachel C.",F,23,11218,5426,25927,11.02,32.52,66.53,136.22,168.67,200.75,237.45,274.72,143.18,288.47,Hopkinton,MA,USA,
25477,"Mcinerny, James P.",M,56,14710,1475,25928,11.02,29.8,59.22,120.47,151.3,185,226.1,271.85,127.12,288.47,Houston,TX,USA,
29771,"Cadambi, Ajai",M,53,14711,2125,25929,11.02,30.57,61.17,123.83,157.03,193.57,232.95,271.63,130.83,288.48,Fort Worth,TX,USA,
33023,"Cosgrove, Andrew",M,41,14712,2272,25930,11.02,32.55,65.38,131.68,166.47,203.07,239.7,274.38,139.03,288.48,Northborough,MA,USA,
31431,"Ghazinouri, Reza",M,56,14713,1476,25931,11.02,29.95,59.57,122.68,156.48,193.05,232.77,271.08,129.6,288.48,San Diego,CA,USA,
29546,"Roderick, Jennifer",F,39,11219,5427,25932,11.02,30.65,61.4,128.95,163.88,200.77,236.78,273.22,136.1,288.48,Middleboro,MA,USA,
33243,"Peaslee, Lauren",F,30,11220,5428,25933,11.02,28.58,57.65,118.72,153.6,192.68,233.78,273.3,125.68,288.52,Cambridge,MA,USA,
10496,"Borkowski, Matthew J",M,57,14714,1477,25934,11.02,29.33,59.35,124.48,158.95,197.1,235.7,272.65,131.07,288.52,Centreville,VA,USA,
24153,"Wright, Jane C",F,53,11221,1177,25935,11.02,26.9,55.13,114.63,146.83,184.62,227.13,269.95,121.32,288.53,Amherst,NY,USA,
32234,"Bragdon, Leanne L",F,43,11222,1884,25936,11.02,29.17,58.17,121.1,155.5,193.7,232.93,271.58,128.05,288.55,Boston,MA,USA,
23740,"Rice, Beth",F,55,11223,563,25937,11.02,27.1,54.57,117.4,153.23,191.95,231.23,271.63,124.27,288.55,Chattanooga,TN,USA,
30553,"Eckman, Kristy M.",F,37,11224,5429,25938,11.02,29.45,58.67,119.53,154.22,192.63,233.82,272.93,126.35,288.57,Atlanta,GA,USA,
30990,"Sharma, Sunita",F,39,11225,5430,25939,11.02,29.77,59.87,123.82,161.15,199.83,238.68,274.47,130.8,288.57,Cambridge,MA,USA,
35508,"Land, Robert",M,46,14715,2570,25940,11.02,28.3,57.82,120.23,154.23,191.87,230.85,270.93,127.28,288.57,Rockville,MD,USA,
24573,"Bull, Debi J.",F,56,11226,564,25941,11.02,28.83,58.27,117.78,149.07,184.75,223.07,266.95,124.48,288.6,Des Moines,IA,USA,
25766,"Hatfield, Deirdre A.",F,29,11227,5431,25942,11.02,28.02,57.68,122.42,157.23,195.7,233.5,271.05,129.55,288.6,Waltham,MA,USA,
26575,"Hunt, Sara A",F,26,11228,5432,25943,11.02,29.68,58.05,125.72,161.22,198.93,235.03,273.73,132.87,288.6,Putnam,CT,USA,
21209,"Heineman, Darrell L",M,66,14716,357,25944,11.02,28.82,57.92,118.03,148.57,183.05,226.38,271.27,124.42,288.62,Evansville,IN,USA,
33037,"Kennis, Michelle R",F,28,11229,5433,25945,11.02,33.23,65.95,129.85,162.52,199.15,238.58,273.98,136.92,288.63,Boston,MA,USA,
26636,"Cronin, Lori",F,42,11230,1885,25946,11.02,31.78,64.32,129.77,164.42,201.02,237.88,273.47,137.03,288.63,Fort Lauderdale,FL,USA,
22711,"Marx, Inge",F,60,11231,221,25947,11.02,26.82,55.23,116.27,149.12,185.17,227.23,269.35,123,288.63,Holstebro,,DEN,
28149,"Prince, Kellie A.",F,36,11232,5434,25948,11.02,29.25,57.37,116.62,148.5,186.35,228.02,272.45,122.93,288.65,Charlestown,MA,USA,
22770,"Francoeur, Rio",M,62,14717,836,25949,11.02,28.02,57.9,121.82,154.6,190.75,232.37,272.65,128.7,288.65,St-Leonard,NB,CAN,
29329,"Clough, Kevin A.",M,22,14718,4986,25950,11.02,29.78,58.85,118.43,151.3,186.65,228.45,272.63,125.23,288.65,Concord,MA,USA,
33372,"Mazman, Gregory H",M,57,14719,1478,25951,11.02,27.22,54.3,113.13,143.15,176.22,217.23,262.97,119.63,288.65,Wenham,MA,USA,
30057,"Silvi, Michelle L.",F,38,11233,5435,25952,11.02,29.92,60.18,122.23,155.77,193.67,234.25,272.17,128.88,288.68,Lynn,MA,USA,
34665,"Silva, Amy",F,39,11234,5436,25953,11.02,31.03,63.2,125.63,159.63,196.17,234.25,273.27,132.57,288.68,Raynham,MA,USA,
33535,"Leiter, Nicola K",F,31,11235,5437,25954,11.02,30.8,63.2,129.27,162.52,199.95,236.98,273.38,136.28,288.72,Arlington,MA,USA,
28093,"Burke, Robert W.",M,56,14720,1479,25955,11.02,28.3,56.03,115.77,149.9,188.98,229.68,270.4,122.45,288.73,Monterey,CA,USA,
27195,"Brennan, John F. III",M,26,14721,4987,25956,11.02,29.57,58.17,115.4,148.18,186.78,229.62,271.43,121.85,288.73,Westwood,MA,USA,
33883,"Gonzalez, Sandra",F,35,11236,5438,25957,11.02,32.13,65.38,128.25,161.98,201.67,236.97,272.82,135.15,288.73,Cambridge,MA,USA,
29142,"Welch, Catherine",F,44,11237,1886,25958,11.02,30.53,61.7,125.17,160.2,199.18,237.68,273.75,132.07,288.75,Acton,MA,USA,
21047,"Roberts, Debra",F,47,11238,1891,25959,11.02,27.43,56.75,121.48,157.05,193.98,233.15,272.1,128.58,288.75,Westerville,OH,USA,
32782,"Marr, Peter",M,35,14722,4988,25960,11.02,30.25,60.28,124.78,157.37,193.27,234.2,273.67,131.47,288.75,Atkinson,NH,USA,
34244,"Waikar, Sushrut",M,42,14723,2273,25961,11.02,28.63,58.08,117.4,149.95,188.1,230.05,271.67,124.1,288.75,Brookline,MA,USA,
32468,"Sylvester, Jarrett",M,27,14724,4989,25962,11.02,29.17,57,112.32,142,182.53,223.22,271.35,118.32,288.77,Boston,MA,USA,
28301,"Stenzel, Brian W.",M,40,14725,2274,25963,11.02,32.9,65.22,131.33,165.43,201.1,238.02,273.58,138.57,288.78,Green Bay,WI,USA,
28302,"Maney, Marla K.",F,42,11239,1887,25964,11.02,32.9,65.23,131.33,165.43,201.1,238.02,273.58,138.57,288.78,Green Bay,WI,USA,
29720,"Olsen, Kari L.",F,38,11240,5439,25965,11.02,30.82,62.05,127.65,162.05,199.2,238.25,274.33,134.83,288.78,Washington,DC,USA,
34524,"Nagasaki, Tomohiro",M,28,14726,4990,25966,11.02,29.67,61.57,124.77,157.65,194.93,234.7,272.85,131.87,288.8,New York,NY,USA,JPN
33274,"Costeira, Hugo",M,34,14727,4991,25967,11.02,29.53,58.78,118.63,149.88,184.48,226.6,269.3,125.22,288.8,Lisbon,,POR,
27379,"Aucoin, Dianna L.",F,30,11241,5440,25968,11.02,30.82,64.4,133.97,168.23,204.67,241.43,274.55,141.43,288.8,Henniker,NH,USA,
25664,"McCormack, Charlotte",F,42,11242,1888,25969,11.02,29.53,60.45,126.08,162.9,199.2,237.08,273.33,133.07,288.8,Boston,MA,USA,
31670,"Bursell, Jamie L.",F,51,11243,1178,25970,11.02,29.35,59.53,120.72,154.4,192.62,232.12,272.13,127.53,288.82,Juneau,AK,USA,
35846,"Lencki, Michael F.",M,33,14728,4992,25971,11.02,31.58,63.93,128.42,162.28,202.85,242.57,275,135.5,288.82,Brookline,MA,USA,
26177,"Moriarty, Kimberly-Anne",F,26,11244,5441,25972,11.02,29.28,60.43,126.62,163.18,199.3,236.55,273.53,133.73,288.82,Jamaica Plain,MA,USA,
30922,"Sokolski, Lincoln B.",M,51,14729,2126,25973,11.02,29.18,58.02,123.52,157.53,192.73,230.68,270.28,130.7,288.83,Warren,PA,USA,
22037,"Love, Jenni",F,47,11245,1892,25974,11.03,25.87,52.33,107.37,137.53,176.8,225.22,270.05,113.68,288.85,West Chester,OH,USA,
35905,"Lyons, Paul J. Jr.",M,33,14730,4993,25975,11.03,31.6,63.95,128.43,161.75,200.45,230.2,275.02,135.5,288.85,Hyde Park,MA,USA,
30811,"Lannon, Nick",M,30,14731,4994,25976,11.03,28.7,57.3,114.47,145.82,185.08,228.82,270.92,120.83,288.85,Milton,MA,USA,
35857,"Ronayne, Mike",M,29,14732,4995,25977,11.03,31.62,63.95,128.47,161.8,202.88,242.6,275.02,135.5,288.87,Boston,MA,USA,
35681,"Merchant, Michael N.",M,40,14733,2275,25978,11.03,31.63,63.97,128.45,162.32,202.88,242.6,275.03,135.53,288.87,East Boston,MA,USA,
24703,"Gonnerman, Elizabeth",F,69,11246,56,25979,11.03,29.18,58.8,120.93,153.27,189.82,227.72,271.3,127.77,288.88,Hanover,NH,USA,
35239,"Ristallo, Valentino",M,58,14734,1480,25980,11.03,25.92,52.52,112.88,147.45,188.12,231.7,272.75,119.77,288.88,Modena,,ITA,
34260,"Moynihan, Kevin P",M,31,14735,4996,25981,11.03,30.6,60.23,118.92,152,188.62,230.07,271.73,124.63,288.88,Maynard,MA,USA,
30779,"Fernandez, Philippe",M,41,14736,2276,25982,11.03,31.78,64.02,130.97,165.03,200.18,237.07,274.22,138.53,288.92,Arlington,MA,USA,FRA
25676,"Murphy, Nicole E.",F,26,11247,5442,25983,11.03,29.43,59.1,120.75,157.63,196.22,235.02,274.23,127.8,288.92,Norwood,MA,USA,
33786,"Sprague, Tricia B",F,44,11248,1889,25984,11.03,30.05,58.37,118.17,155.98,195.82,233.93,273.2,124.77,288.92,Hanover,MA,USA,
31971,"Tierney, Michael",M,24,14737,4997,25985,11.03,31.67,64.02,128.48,161.82,200.55,230.27,275.1,135.57,288.93,West Roxbury,MA,USA,
22906,"Biel, Wendy",F,49,11249,1893,25986,11.03,31.02,62.22,125.08,159.82,194.92,233.17,272.08,131.8,288.95,St Louis Park,MN,USA,
27170,"Kaplan, Marc A.",M,44,14738,2277,25987,11.03,34.3,67.7,139.35,173.93,208.73,243.67,274.8,146.8,288.97,Wellesley,MA,USA,
31530,"McKellar, Kimberly E.",F,35,11250,5443,25988,11.03,33.9,67.83,134.33,168.6,203.95,240.38,274.93,141.77,288.97,Cotuit,MA,USA,
